,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
263579,33141393,35784708,30000,30000,30000.0, 60 months,19.52,786.83,E,E2,Deputy,10+ years,MORTGAGE,79385.76,Verified,Nov-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=33141393,,debt_consolidation,Debt consolidation,335xx,FL,30.6,0.0,Mar-96,0.0,69.0,,13.0,0.0,40552,79.7,27.0,w,24358.21,24358.21,11771.59,11771.59,5641.79,6129.8,0.0,0.0,0.0,Jan-16,786.83,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,187645.0,,,,,,,,,,,,50900.0,,,
41377,362863,372505,9000,9000,5235.893765999999, 36 months,14.93,311.68,E,E1,dennis kent,1 year,RENT,30000.0,Not Verified,Dec-08,Does not meet the credit policy. Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=362863,"   To catch up the better credit card rate,to increase my credit score.",credit_card,personal,604xx,IL,10.72,0.0,Jul-03,5.0,,,8.0,0.0,11255,73.6,10.0,f,0.0,0.0,11217.27,6324.64,8999.99,2217.28,0.0,0.0,0.0,Dec-11,326.1,Jan-12,Dec-11,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
83924,6826519,8448603,14000,14000,14000.0, 36 months,11.99,464.94,B,B3,Medical Transcriptionist,9 years,RENT,80000.0,Source Verified,Oct-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6826519,,credit_card,Lower My Debt,978xx,OR,20.46,0.0,Apr-75,0.0,47.0,,10.0,0.0,33628,94.2,15.0,w,4403.53,4403.53,12106.56,12106.56,9596.47,2510.09,0.0,0.0,0.0,Dec-15,464.94,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,34752.0,,,,,,,,,,,,35700.0,,,
67784,8635046,10407155,6000,6000,6000.0, 36 months,10.99,196.41,B,B2,Allocator,< 1 year,OWN,32000.0,Verified,Nov-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8635046,,credit_card,Debt Payoff,381xx,TN,13.11,0.0,Jan-04,0.0,47.0,,12.0,0.0,7828,74.6,23.0,w,1868.45,1868.45,5106.66,5106.66,4131.55,975.11,0.0,0.0,0.0,Jan-16,196.41,Feb-16,Jan-16,0.0,47.0,1,INDIVIDUAL,,,,0.0,0.0,17649.0,,,,,,,,,,,,10500.0,,,
452277,11304890,13217045,28000,28000,28000.0, 36 months,9.67,899.15,B,B1,Branch Manager,< 1 year,MORTGAGE,200000.0,Source Verified,Jan-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11304890,  Borrower added on 01/25/14 > Credit card consolidation and home improvements.<br>,debt_consolidation,Debt consolidation,809xx,CO,13.5,0.0,Mar-05,2.0,46.0,,18.0,0.0,17297,39.6,29.0,w,11055.3,11055.3,20680.45,20680.45,16944.7,3735.75,0.0,0.0,0.0,Jan-16,899.15,Jan-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,334998.0,,,,,,,,,,,,43700.0,,,
461319,9756338,11608162,11000,11000,11000.0, 36 months,16.24,388.04,C,C5,Loader,8 years,MORTGAGE,35000.0,Not Verified,Jan-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9756338,,credit_card,HotWater,447xx,OH,16.63,0.0,Jan-06,0.0,,102.0,12.0,1.0,9920,34.4,17.0,w,4271.16,4271.16,9312.96,9312.96,6728.84,2584.12,0.0,0.0,0.0,Jan-16,388.04,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,9920.0,,,,,,,,,,,,28800.0,,,
87053,7379294,9041266,3000,3000,3000.0, 36 months,19.2,110.28,D,D3,Aerotek,2 years,OWN,30000.0,Not Verified,Sep-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7379294,,home_improvement,Home Improvement,957xx,CA,10.4,0.0,Jun-98,3.0,,,11.0,0.0,6842,35.6,12.0,f,917.62,917.62,2976.86,2976.86,2082.38,894.48,0.0,0.0,0.0,Dec-15,110.28,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,6842.0,,,,,,,,,,,,19200.0,,,
234029,37207575,39980354,6925,6925,6925.0, 36 months,6.03,210.77,A,A1,court clerk,6 years,RENT,45000.0,Source Verified,Dec-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=37207575,,debt_consolidation,Debt consolidation,977xx,OR,29.21,0.0,Mar-97,0.0,,,25.0,0.0,10216,25.9,46.0,f,4567.11,4567.11,2737.69,2737.69,2357.89,379.8,0.0,0.0,0.0,Jan-16,210.77,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,35479.0,,,,,,,,,,,,39400.0,,,
272911,28723765,31256934,5000,5000,5000.0, 36 months,10.99,163.67,B,B3,Togo Specialist,7 years,MORTGAGE,22000.0,Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=28723765,,debt_consolidation,Debt consolidation,234xx,VA,10.09,0.0,Nov-04,0.0,60.0,,11.0,0.0,4677,31.4,23.0,w,3247.77,3247.77,2288.33,2288.33,1752.23,536.1,0.0,0.0,0.0,Dec-15,163.67,Feb-16,Jan-16,0.0,60.0,1,INDIVIDUAL,,,,0.0,322.0,137479.0,,,,,,,,,,,,14900.0,,,
193858,1579542,1848931,7375,7375,7375.0, 60 months,17.27,184.37,C,C5,State of New Jersey,6 years,RENT,59800.0,Verified,Oct-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1579542,  Borrower added on 10/02/12 > Instead of paying about 200 a month between 7 cards I rather make one payment to one place and whenever I have extra I can just pay it towards my loan.<br>,debt_consolidation,pay off debt ,071xx,NJ,15.81,0.0,Dec-98,1.0,70.0,101.0,15.0,1.0,6520,47.6,28.0,f,0.0,0.0,9420.690436,9420.69,7375.0,2045.69,0.0,0.0,0.0,Aug-14,5553.72,,May-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,59488.0,,,,,,,,,,,,13700.0,,,
378320,17744528,19877011,17000,17000,17000.0, 60 months,14.49,399.9,C,C4,Irrigation specialist,4 years,MORTGAGE,60000.0,Source Verified,Jun-14,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17744528,,debt_consolidation,Debt consolidation,328xx,FL,16.21,0.0,Jun-06,0.0,59.0,,9.0,0.0,7207,49.4,16.0,f,13112.94,13112.94,7198.2,7198.2,3887.06,3311.14,0.0,0.0,0.0,Dec-15,399.9,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,222370.0,,,,,,,,,,,,14600.0,,,
171440,3146840,3859156,10975,10975,10975.0, 36 months,8.9,348.5,A,A5,Adconion Direct,5 years,RENT,120000.0,Not Verified,Jan-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3146840,"  Borrower added on 01/14/13 > Thank you for offering this loan, it will help me with few major purchases I have been avoiding like few car parts and furniture I always wanted.<br>",major_purchase,Personal Loan,921xx,CA,6.98,0.0,Jun-08,0.0,,,16.0,0.0,15438,35.0,18.0,w,0.0,0.0,12545.65,12545.65,10975.0,1570.65,0.0,0.0,0.0,Jan-16,348.15,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,23561.0,,,,,,,,,,,,44100.0,,,
457218,10637904,12509894,5000,5000,5000.0, 36 months,15.61,174.83,C,C4,machine opperater,5 years,MORTGAGE,24000.0,Not Verified,Jan-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10637904,  Borrower added on 01/16/14 > to pay all my little bills and make them easyer<br>,debt_consolidation,Debt consolidation,646xx,MO,7.1,0.0,Jan-02,0.0,74.0,,5.0,0.0,3211,29.5,7.0,f,2078.45,2078.45,4020.99,4020.99,2921.55,1099.44,0.0,0.0,0.0,Dec-15,174.83,Feb-16,Jan-16,0.0,74.0,1,INDIVIDUAL,,,,0.0,0.0,3211.0,,,,,,,,,,,,10900.0,,,
183675,2175644,2548559,12525,12525,12525.0, 36 months,16.29,442.14,C,C4,Freddie Mac,1 year,RENT,80000.0,Not Verified,Nov-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=2175644,  Borrower added on 11/20/12 > I want to by a home in 2014 and I need to lower my credit card debt and raise my credit score.<br>,credit_card,Credit Card Refinance,223xx,VA,5.55,1.0,Oct-87,3.0,14.0,,4.0,0.0,12532,40.4,16.0,f,0.0,0.0,14549.19,14549.19,12525.0,2024.19,0.0,0.0,0.0,Jan-14,8810.94,,Jan-16,0.0,14.0,1,INDIVIDUAL,,,,0.0,0.0,12532.0,,,,,,,,,,,,31000.0,,,
363900,19135937,21338659,19650,19650,19650.0, 60 months,18.24,501.55,D,D5,sales,5 years,OWN,44700.0,Source Verified,Jun-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=19135937,,debt_consolidation,Debt consolidation,299xx,SC,24.75,0.0,Feb-03,0.0,,,11.0,0.0,17343,71.4,12.0,f,15219.86,15219.86,9529.45,9529.45,4430.14,5099.31,0.0,0.0,0.0,Jan-16,501.55,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,33248.0,,,,,,,,,,,,24300.0,,,
397230,15159257,17231705,7100,7100,7100.0, 36 months,16.59,251.69,D,D1,Bank Teller,< 1 year,RENT,27040.0,Source Verified,May-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=15159257,,debt_consolidation,Debt consolidation,212xx,MD,30.32,2.0,Dec-06,0.0,6.0,,9.0,0.0,2359,90.7,40.0,w,3789.85,3789.85,4782.11,4782.11,3310.15,1471.96,0.0,0.0,0.0,Dec-15,251.69,Feb-16,Jan-16,0.0,23.0,1,INDIVIDUAL,,,,0.0,0.0,67055.0,,,,,,,,,,,,2600.0,,,
395845,15710482,17802903,20000,20000,20000.0, 36 months,6.62,614.08,A,A2,Director,10+ years,RENT,140000.0,Not Verified,May-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=15710482,,credit_card,Credit card refinancing,945xx,CA,7.53,0.0,Sep-85,0.0,,,9.0,0.0,36134,17.3,20.0,w,9379.16,9379.16,12281.6,12281.6,10620.84,1660.76,0.0,0.0,0.0,Jan-16,614.08,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,38939.0,,,,,,,,,,,,152200.0,,,
153171,3928367,5021764,21000,21000,20950.0, 60 months,12.12,468.41,B,B3,Oracle Corp,10+ years,MORTGAGE,175000.0,Verified,Mar-13,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3928367,,debt_consolidation,Loan Consolidation,787xx,TX,30.94,0.0,Dec-90,0.0,,,27.0,0.0,69848,58.5,42.0,f,11852.6,11824.36,14524.61,14490.05,9147.4,5362.21,15.0,0.0,0.0,Dec-15,468.41,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,270548.0,,,,,,,,,,,,119300.0,,,
326483,23954741,26327498,20000,20000,20000.0, 60 months,13.35,458.66,C,C2,Registered Nurse,8 years,MORTGAGE,110000.0,Source Verified,Aug-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=23954741,,credit_card,Credit card refinancing,928xx,CA,15.69,0.0,Nov-97,1.0,,,27.0,0.0,44467,33.9,67.0,f,15607.3,15607.3,7797.22,7797.22,4392.7,3404.52,0.0,0.0,0.0,Jan-16,458.66,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,572121.0,,,,,,,,,,,,131300.0,,,
460488,10584670,12466815,13250,13250,13250.0, 36 months,15.61,463.29,C,C4,Interior Designer,9 years,RENT,48700.0,Verified,Jan-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10584670,  Borrower added on 01/09/14 > We will be using this loan for additional fund for our wedding on April 2014<br>,other,Other,917xx,CA,31.52,0.0,Feb-03,0.0,,,15.0,0.0,6250,30.2,23.0,f,5508.07,5508.07,10655.54,10655.54,7741.93,2913.61,0.0,0.0,0.0,Dec-15,463.29,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,1234.0,16463.0,,,,,,,,,,,,20700.0,,,
14467,737718,934951,3000,3000,3000.0, 36 months,5.99,91.26,A,A2,,6 years,MORTGAGE,30000.0,Not Verified,May-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=737718,"  Borrower added on 05/23/11 > Hello.  I plan on using loan to buy a more fuel efficient transport for work.  Daily commutes in my work truck are adding up.  The plan is to start a new work order with tools and material on site first day that way Ican use more fuel efficient vehicle every day thereafter.  It should pay for itself by the fall of this year.  My planning and diligence will make it happen only by the grace of God.  Thanks, and in the process I too am going to be sa peer lender!<br/>",major_purchase,Work Transport,410xx,KY,22.76,0.0,Nov-98,2.0,,,7.0,0.0,16741,53.5,36.0,f,0.0,0.0,3284.869557,3284.87,3000.0,284.87,0.0,0.0,0.0,Jun-14,92.69,,Jun-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
462652,10122198,11973516,14400,14400,14400.0, 36 months,6.62,442.14,A,A2,Product Health Engineer/SQA,10+ years,MORTGAGE,63450.0,Verified,Jan-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10122198,,debt_consolidation,"Refi Heating system,consolidate,Pump",138xx,NY,18.71,0.0,Nov-97,0.0,,,15.0,0.0,8156,19.7,36.0,w,0.0,0.0,15630.52,15630.52,14400.0,1230.52,0.0,0.0,0.0,Sep-15,7229.86,,Oct-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,186844.0,,,,,,,,,,,,41400.0,,,
194453,1574806,1842982,10000,10000,10000.0, 36 months,12.12,332.72,B,B3,FAMILY COURT,7 years,RENT,31000.0,Verified,Oct-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1574806,"  Borrower added on 09/28/12 > Tell your story. What is your loan for?<br><br> Borrower added on 09/28/12 > One of my dreams is to pay of my exsisting credit cards, shut them down and focus in paying off this loan.  Thank you.<br>",credit_card,PAY OFF CREDIT CARDS,191xx,PA,24.5,0.0,Feb-98,0.0,,,7.0,0.0,20643,86.7,13.0,f,0.0,0.0,11977.77039,11977.77,10000.0,1977.77,0.0,0.0,0.0,Oct-15,332.57,,Oct-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,21060.0,,,,,,,,,,,,23800.0,,,
290553,28594026,31117223,24000,24000,24000.0, 36 months,9.17,765.1,B,B1,Staff Physician,< 1 year,RENT,185000.0,Verified,Oct-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=28594026,,debt_consolidation,Debt consolidation,908xx,CA,8.23,0.0,Dec-05,0.0,,,9.0,0.0,32780,79.6,16.0,w,0.0,0.0,25446.09,25446.09,24000.0,1446.09,0.0,0.0,0.0,Jun-15,20102.62,,Dec-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,48780.0,,,,,,,,,,,,41200.0,,,
296397,29033453,31556631,28000,28000,28000.0, 36 months,6.03,852.2,A,A1,Design Director,2 years,RENT,150000.0,Source Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=29033453,,debt_consolidation,Debt consolidation,100xx,NY,15.56,1.0,Mar-02,0.0,11.0,70.0,9.0,1.0,19627,91.3,15.0,w,16943.8,16943.8,12783.0,12783.0,11056.2,1726.8,0.0,0.0,0.0,Jan-16,852.2,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,143485.0,,,,,,,,,,,,21500.0,,,
454264,10766840,12658906,7900,7900,7900.0, 36 months,8.9,250.86,A,A5,Pharmacy 2,4 years,MORTGAGE,20000.0,Source Verified,Jan-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10766840,  Borrower added on 01/22/14 > I would like to consolidate credit card debt with this loan. I have a stable full time job and pay my bills every month<br>,debt_consolidation,Debt consolidation,247xx,WV,24.73,2.0,Feb-90,0.0,17.0,,19.0,0.0,8478,26.7,34.0,f,3097.61,3097.61,5769.78,5769.78,4802.39,967.39,0.0,0.0,0.0,Dec-15,250.86,Jan-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,24765.0,,,,,,,,,,,,31800.0,,,
40998,439330,528798,18200,18200,18200.0, 36 months,20.52,681.19,G,G3,Hood Medical Group,1 year,MORTGAGE,450000.0,Verified,Sep-09,Does not meet the credit policy. Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=439330,"I am a recently married 35 year old doctor with twins on the way. Although I earn $450K per year, I am having an impossible time trying to finance a home improvement project.  Six months back I applied at several places and was denied due to lack of credit history.  Since then I have taken on several small loans to try and build my credit, but now I am being denied due to ""pyramiding debt"" and ""too many new accounts."" Obviously by applying that has also racked up many inquiries which looks bad.    I currently own my home valued at 1.1 million and have approximately 45K in a checking account which I do not want to spend because it is our emergency fund.  Here are my debt obligations:  1) Car loan: 860 per month (48 months left) 2) Car loan: 883 per month (60 months left) 3) Home loan: 6000 per month (360 months left) 4) Line of Credit: 338 per month 5) Student loan (through my father in law): 3700 per month (only 18 months left)  As you can see there is plenty of room there for a 13K loan which which we want to use to put in a deck, fence and do landscaping work around our property.  We would like to pay it off in only 12 months.",home_improvement,Patio/Landscaping/Fence,761xx,TX,14.1,1.0,Dec-99,10.0,14.0,,11.0,0.0,27286,56.5,20.0,f,0.0,0.0,24514.79,24514.79,18200.0,6314.79,0.0,0.0,0.0,Sep-12,704.57,Oct-12,Sep-12,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
83647,7655504,9337603,16000,16000,16000.0, 36 months,9.25,510.66,A,A5,Fiscal support specialist,10+ years,MORTGAGE,52000.0,Verified,Oct-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7655504,,debt_consolidation,Debt consolidation ,933xx,CA,21.83,0.0,Sep-04,0.0,,,13.0,0.0,12946,48.1,23.0,w,4423.68,4423.68,13787.82,13787.82,11576.32,2211.5,0.0,0.0,0.0,Jan-16,510.66,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,184288.0,,,,,,,,,,,,26900.0,,,
106161,6572235,8124218,12000,12000,11950.0, 60 months,18.25,306.36,D,D2,Village School,10+ years,MORTGAGE,75000.0,Verified,Aug-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6572235,,debt_consolidation,Debt Loan,913xx,CA,12.14,1.0,Dec-95,2.0,1.0,,9.0,0.0,2883,9.9,30.0,f,0.0,0.0,13400.26176,13344.43,12000.0,1400.26,0.0,0.0,0.0,Apr-14,11264.98,,Oct-14,0.0,1.0,1,INDIVIDUAL,,,,1.0,0.0,433392.0,,,,,,,,,,,,29000.0,,,
295008,29023587,31546768,35000,35000,35000.0, 60 months,13.35,802.65,C,C2,Sr. Project Manager,7 years,MORTGAGE,129750.0,Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=29023587,,credit_card,Credit card refinancing,273xx,NC,17.25,0.0,Aug-91,2.0,69.0,,20.0,0.0,37140,47.4,35.0,w,28294.05,28294.05,12039.75,12039.75,6705.95,5333.8,0.0,0.0,0.0,Jan-16,802.65,Feb-16,Jan-16,0.0,69.0,1,INDIVIDUAL,,,,0.0,0.0,369451.0,,,,,,,,,,,,78400.0,,,
414146,12806194,14828309,27325,27325,27325.0, 36 months,19.47,1008.14,D,D5,registered nurse,10+ years,MORTGAGE,72000.0,Not Verified,Apr-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12806194,,debt_consolidation,Debt consolidation,283xx,NC,18.28,0.0,Apr-94,2.0,,,20.0,0.0,35363,51.3,37.0,f,0.0,0.0,29448.60422,29448.6,27325.0,2123.6,0.0,0.0,0.0,Sep-14,25416.04,,Sep-14,0.0,,1,INDIVIDUAL,,,,0.0,0.0,132911.0,,,,,,,,,,,,69000.0,,,
37605,378816,404409,12000,12000,10995.51278, 36 months,13.79,408.91,C,C5,Mattleman Weinroth  and  Miller,6 years,RENT,63996.0,Source Verified,Feb-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=378816," Loan shall be used to pay off existing revolving debt with at least three accounts, some of which are still charging default rates from years ago even though I have maintained a good payment history over the last three years.",debt_consolidation,Fixed Loan 15K,081xx,NJ,24.7,0.0,Dec-97,0.0,40.0,,13.0,0.0,11972,72.1,19.0,f,0.0,0.0,14719.42,13409.62,11999.98,2719.44,0.0,0.0,0.0,Mar-12,415.79,,Nov-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
146225,4292104,5484873,10000,10000,10000.0, 36 months,18.49,363.99,D,D2,Honeys Sweet Shop,2 years,RENT,41000.0,Source Verified,Apr-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4292104,,debt_consolidation,Debt Loan,874xx,NM,22.45,0.0,Nov-95,1.0,,,11.0,0.0,12265,73.4,16.0,f,0.0,0.0,12771.13304,12771.13,10000.0,2771.13,0.0,0.0,0.0,May-15,4037.17,,May-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,22122.0,,,,,,,,,,,,16700.0,,,
281770,30385698,32938882,15000,15000,15000.0, 36 months,15.61,524.48,D,D1,secretary,10+ years,MORTGAGE,64000.0,Not Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=30385698,,debt_consolidation,Debt consolidation,945xx,CA,16.54,0.0,Feb-00,1.0,42.0,67.0,11.0,1.0,4851,63.0,30.0,f,9583.44,9583.44,7834.68,7834.68,5416.56,2418.12,0.0,0.0,0.0,Jan-16,524.48,Feb-16,Jan-16,0.0,65.0,1,INDIVIDUAL,,,,0.0,440.0,324603.0,,,,,,,,,,,,7700.0,,,
464957,10110016,3869459,28000,28000,28000.0, 60 months,14.47,658.36,C,C2,chief maintenance,10+ years,MORTGAGE,65000.0,Verified,Jan-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10110016,,debt_consolidation,consolidation,462xx,IN,33.75,0.0,Aug-84,0.0,,,11.0,0.0,13636,54.1,24.0,f,19134.53,19134.53,15800.55,15800.55,8865.47,6935.08,0.0,0.0,0.0,Jan-16,658.36,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,103466.0,,,,,,,,,,,,25200.0,,,
267206,33019782,35662994,35000,35000,35000.0, 60 months,18.24,893.35,D,D5,Executive Assistant,4 years,RENT,111500.0,Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=33019782,,debt_consolidation,Debt consolidation,070xx,NJ,17.53,0.0,Apr-94,0.0,,,11.0,0.0,40571,70.8,23.0,w,29409.58,29409.58,12471.43,12471.43,5590.42,6881.01,0.0,0.0,0.0,Dec-15,893.35,Jan-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,56456.0,,,,,,,,,,,,57300.0,,,
128607,5224576,6566727,7000,7000,7000.0, 36 months,19.72,259.15,D,D5,City of Woodstock ,2 years,MORTGAGE,32000.0,Not Verified,Jun-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5224576,,other,Emergency family loan,301xx,GA,26.63,0.0,Sep-06,2.0,,,13.0,0.0,9097,66.9,16.0,f,0.0,0.0,9255.710001,9255.71,7000.0,2255.71,0.0,0.0,0.0,Dec-15,1740.36,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,240718.0,,,,,,,,,,,,13600.0,,,
96600,6889944,8531844,16000,16000,15950.0, 36 months,10.64,521.1,B,B2,Los Robles Hospital,4 years,OWN,70000.0,Not Verified,Sep-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6889944,,debt_consolidation,Debt Consolidation,913xx,CA,25.85,0.0,Jan-96,0.0,71.0,,10.0,0.0,29122,87.7,17.0,f,4010.85,3998.29,14585.75,14540.2,11989.15,2596.6,0.0,0.0,0.0,Jan-16,521.1,Feb-16,Jan-16,0.0,71.0,1,INDIVIDUAL,,,,0.0,0.0,61746.0,,,,,,,,,,,,33200.0,,,
142889,4548133,5800444,28500,28500,28500.0, 36 months,11.14,934.95,B,B2,Ascend Learning,< 1 year,MORTGAGE,125000.0,Verified,May-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4548133,"  Borrower added on 04/28/13 > After some serious illnesses and an injury (when it rains...), we racked up some significant credit card debt to pay medical bills. Despite fairly good credit ratings, the cards have high APRs. This loan is for those cards that exceed the loan rate so that our long term finances are best addressed.<br>",credit_card,Credit Card Consolidation,662xx,KS,17.08,0.0,Jun-96,0.0,,,10.0,0.0,39021,81.1,27.0,f,3654.75,3654.75,29917.86,29917.86,24845.25,5072.61,0.0,0.0,0.0,Jan-16,934.95,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,243899.0,,,,,,,,,,,,48100.0,,,
